"Username","Date","Rating","Comment","Link"
"joro Is me",3/2/2018 7:06:54 AM,"none","Too poor to afford either, but nice vid!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxmSqPXFaRhtlrRwph4AaABAg"
"Jessica Wysong",3/2/2018 3:21:13 AM,"none","This was such great information!!! Thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugykvfqbju5EWUZgXXx4AaABAg"
"Elizabeth King",3/1/2018 9:22:07 PM,"none","Hehe. I like this guy! He makes me feel happy. ....And I love a deal! (I'm pregnant with my first baby, so I'm sure a time is coming that I'll consider some kind of meal subscription plan, and I'll definitely keep this video in mind!)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyrX-m6wbvjDZebX194AaABAg"
"Crazy N10",3/1/2018 8:51:18 PM,"none","hello fresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxwwBzsVBt_WNzNv-h4AaABAg"
"J O",3/1/2018 1:04:30 PM,"none","Hahaha I loved the winner announcement!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxT8VQfAcr4fze-jUR4AaABAg"
"Scout_Warrior",3/1/2018 10:58:04 AM,"none","""If youre short on time, GREAT"" (is short on time, yet has the time to cook their meals)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwhcTW2fV3NccDwtJl4AaABAg"
"xwonderfudayx",3/1/2018 10:48:36 AM,"none","I want to try HelloFresh. It seems like a good way to get new food ideas and try but it doesn’t offer it in my country","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxjgVhdN0CX-PVV91d4AaABAg"
"Sarah Spence",3/1/2018 7:29:05 AM,"none","Love this video, very helpful to anyone trying to branch out and choose a meal subscription service !!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwUcUe_k4188CrR7Ud4AaABAg"
"Mouserjan0222",3/1/2018 3:38:20 AM,"none","LEARN TO COOK Use a Croc Pot ,Cook and Freeze, use a Pressure Cooker. For those prices I better not be cooking","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyKetGpYoZebhATkit4AaABAg"
"Veee Beee",2/28/2018 5:54:45 AM,"none","She's pretty!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy4F_4e7CaRudfiWtN4AaABAg"
"Jacque Gonzales",2/28/2018 3:15:30 AM,"none","This was the first video I’ve watched from you!  Great info comparing the two meal prep services!!!  Subscribed!!!  And *BELL* is on for notifications!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzC-94lhO9Y5abZt814AaABAg"
"Misaki Chan",2/28/2018 1:23:26 AM,"none","Great info provided thanks.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugyay8xyeo4YJBMXm6F4AaABAg"
"Michele McCool",2/27/2018 11:58:32 PM,"none","I have both subscriptions and always have leftovers. Blue Apron’s produce is usually better looking.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwWcCFR8EEMV46601t4AaABAg"
"Jennifer Lopez",2/27/2018 3:38:06 AM,"none","Love this concept and this channel! Newly subbed!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzP1lkESxjZDgnCQrF4AaABAg"
"Know Better",2/26/2018 10:24:51 PM,"none","You don't actually save money doing the subscriptions because the food that you get are in small quantities. And reality if you go to the grocery store and buy in larger quantities you will end up saving more money. Because the Mills you get to subscriptions are made for one time. Versus going to the store and buying a whole Shaker of garlic salt or pepper. In these recipes you'll get like a little packet of each. But they're about $10 per meal that's three Square meals a day which equals out to $30. Not mentioning the snacks you have to have in between. And I'm talking about healthy meals. And you have to eat between or I should rather say every 4 hours a day. Healthy meals and healthy snacks.

But that comes to 30 times 7 equals $210 per week. There are four week sometime 5 weeks in a month. So that comes out to $840 if it's 4 weeks in the month. And I'll just stop there if my math is fuzzy put feel free to correct it but you understand what I'm saying. Now this is just for one person. Now I really just did my grocery bill for 2 people eating healthy. And it turned into $451 for the month. And that was two people. Then you have to add into dietary needs. As if you are type 1 or type 2 diabetic or have any other medical issues that are affected by the food that you eat. So I really appreciate this video but I would really like someone to do this video for people who have much more restrictive diet. Now if you have the almost $900 a month to spare on groceries that's fine. But at the end of the day you will always say more money going to the grocery store yourself. You say even more money if your have the ability to go to a farmers market where you don't have to play for plastic and packaging and all those things. Great video though","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwYBirhf4kY1OJcKgx4AaABAg"
"lexie",2/26/2018 6:08:53 PM,"none","Haven't tried Blue Apron, but I have tried Hello Fresh and Home Chef. I prefer Home Chef to Hello Fresh because they just have more options, and I don't eat red meat/pork, so the extra options are nice! For both services, I've found the recipes are easy to make and usually taste pretty great. I have been wanting to try Blue Apron, but your experience has me considering not doing that.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzsWHnpjXeYXwDXTnF4AaABAg"
"nina a",2/26/2018 4:38:25 PM,"none","This totally convinced me not to get those boxes, just when I thought about buying Hello Fresh!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugzia7GJxT01lub9m8h4AaABAg"
"Velma f",2/25/2018 1:31:54 PM,"none","Thank you for the great review. Single mom who works crazy, odd hours. I have been looking at these.  Now I know, save my money.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwRWuYTLAkJuTjx7Wh4AaABAg"
"Shakeera Alston",2/24/2018 8:43:24 PM,"none","Love this guy","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxBlI9hLMEPO6nNM8F4AaABAg"
"nora .blevens",2/23/2018 5:53:51 AM,"none","Thank you for your honesty!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw8n5nMRI0ChO5lrTd4AaABAg"
"PixelBit",2/23/2018 12:57:49 AM,"none","If anyone is interested in Hello Fresh you can get $40 dollars off your first order by typing promo code: JOYNOW","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwXKof1pFAf8XOxTNl4AaABAg"
"GameDorkPlays: Dork Plays Games",2/21/2018 11:41:46 PM,"none","That one leaf that fell to the side got on my nerves..I felt bad for it being left alone..","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugzf00QN63ZZaPSGTOl4AaABAg"
"Sue Atkinson",2/21/2018 8:06:40 PM,"none","Great video!  We just signed up to Hello Fresh.  We love it!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugzo1e3mRYgBEZtnJT94AaABAg"
"Debbie H",2/21/2018 7:59:59 PM,"none","2 olives? even the vodka's called 3 olives.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwM4zYFwoDh1owSFBd4AaABAg"
"Boris Bagryanskiy",2/21/2018 7:38:48 PM,"none","650 calories x3 is not starving. Most people should aim for a daily caloric intake of 2000 calories you lard asses","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzO7BljkfMJ9a_3IuF4AaABAg"
"endo",2/20/2018 4:11:05 PM,"none","I have tried both.  I will say, I feel like Hello Fresh recipes are a bit easier to make.  More of the food comes already prepared.  However, I feel that Blue Apron offers more interesting food options.  Also, a bit more of the preparation effort is on the cook; which helps refine your cooking skills.  My biggest problem with Hello Fresh was that they use farm raised salmon.  In contrast, Blue Apron sends wild caught Alaskan salmon.  Purely based on this issue, I think Blue Apron gives you better quality and will remain my home kit meal of choice.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwkiWpjGTQB1Kr6bKd4AaABAg"
"Bubbles Gray",2/20/2018 4:51:48 AM,"none","I wish they had monthly service. I could eat a lil fancier every so often and it won't rip my already small pockets on weekly meals for just me and my bf","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxcZGyo9B0wIps3idl4AaABAg"
"Crystal H",2/19/2018 5:14:16 AM,"none","How many meals are in a box?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzE5YO0uFOQafGjYbB4AaABAg"
"CodeJunkies",2/18/2018 6:15:41 AM,"none","Neither service is worth it.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxO6df8_F9e3MhlXqx4AaABAg"
"Sulfen",2/17/2018 3:53:03 AM,"none","Gotta be careful with the peeled garlic. Sometimes they peel them in Chinese prisons in poor sanitation conditions. Sometimes the inmates use their teeth and no gloves. Hopefully they can guarantee that they're US peeled. Don't wanna get hepatitis or something from a garlic.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxHAru-qXs6uO2Hs1d4AaABAg"
"Kyle Clorite",2/16/2018 4:57:18 PM,"none","These are for Dum Dums that don't know anything about cooking","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw1-L9EwiXgG2GcjZB4AaABAg"
"Brian Peak",2/16/2018 4:15:42 PM,"none","I appreciate you taking the time to make this video. Thank you","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxKe0XjHOn7wMTBEqF4AaABAg"
"Lisa Mills",2/14/2018 3:44:34 PM,"none","He!lo Fresh I would definitely choose over Blue Apron.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz-l5ERlhsQ_h-vxLx4AaABAg"
"Syniphe Ykant",2/14/2018 1:38:22 PM,"none","The advantage of Blue Apron having to be sorted at unboxing is that it forces you to make sure all the ingrediants for each recipe are there, and enables you to check the quality.  This is much better than finding out that something is missing at the time you want to cook the meal.  Trust me you will not be overwhelmed by the tremendously arduous task for sorting all by yourself--you can do it!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugycft-TKWQXR1Ik7Kh4AaABAg"
"Sluga Bunny",2/14/2018 6:31:20 AM,"none","Trumps getting rid of food stamps and sending these?WTF","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxeGXeiF7n86uCzKul4AaABAg"
"John 117",2/14/2018 5:16:35 AM,"none","damn im glad i found this channel, pretty good content!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxI3KkwZyHEEbR__vt4AaABAg"
"Jenna Legge",2/13/2018 2:04:33 AM,"none","Thanks for the awesome review!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzYDKfkfkQj3F1lM0l4AaABAg"
"Killian787",2/12/2018 9:55:19 PM,"none","If you use code: MARISPACH you can get $40 OFF of your order of HelloFresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgysoNbeqQNvfOpMuc54AaABAg"
"Marlo Hilderbrand",2/10/2018 6:59:06 AM,"none","first time watching. now a subscriber","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz8f8O0FK5JXzj7yQZ4AaABAg"
"funtimes",2/9/2018 8:52:39 PM,"none","This is making me hungry. :( thanks :)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw0GdiDaX0Vv-rVjt14AaABAg"
"Killian787",2/5/2018 11:30:20 AM,"none","you can use code: MARISPACH  for $40 off you purchase of hellofresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxjtbSmKkAXy7uZMat4AaABAg"
"Kip Paseo",2/3/2018 8:45:45 PM,"none","Did he say wife or did he mean he is the wife?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugwatd1fYaiCQ_7G6854AaABAg"
"S C.",2/2/2018 1:14:12 PM,"none","Really good info, since both of these subscription boxes are advertised heavily. 

Also, that one stray leaf of spinach on the counter drove me crazy 😂","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzwRlf37E7S5YTb8ax4AaABAg"
"Mr.StarofTruth",2/1/2018 10:40:23 PM,"none","i used to get the blue apron i just didn't have time to make the meals so i had to cancel ..","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw8szF4TNW38jlh-0h4AaABAg"
"SassnClass Lass",1/30/2018 11:05:28 PM,"none","I love Hello Fresh!  Home Chef is great too. My only complaint about Hello Fresh is that too many of their meal offerings are pork-based... Some weeks 4 out of 8 are pork dishes! Wish they offered more weekly beef options.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwzNAScXRU0FQFPkDN4AaABAg"
"Ani Martin",1/30/2018 2:49:49 PM,"none","Like Stephen Kellogg I have more recently done quite a bit of research on meals in a box :) Thank you The Deal Guy. I have a coupon for Hello Fresh 55% off. I was also sold on the fact that with them you can cancel or pause the service at anytime. Yippy!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxGh29iWsJLjRaVQXp4AaABAg"
"justhawayilive",1/25/2018 2:30:44 PM,"none","I loved hello fresh for the way it was set up and how organized it was. I liked the taste of it but it was expensive. You don't get the value of shopping on your own, but it does save money compared to eating out. I actually saved the recipes and still make them on my own.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxj71PfmFAL_dft1lV4AaABAg"
"Carmen Carlton",1/24/2018 1:59:39 AM,"none","It was so funny I was thinking about this and I find you doing what I needed to know thank you","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxVd6NLGJcd2atpOqd4AaABAg"
"Amy Isaac",1/23/2018 9:54:07 PM,"none","Thanks for the comparison between blue apron and hello fresh it helped","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzHwhv2c1t_txYjwBB4AaABAg"
"Sylvain Allard",1/23/2018 12:35:20 PM,"none","... and how about the environmental​ impact of all those packages? Should everybody order those, how many planets would we need to provide material for such a none sense?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyQLfRyiGJUwrUZsI14AaABAg"
"sam co",1/23/2018 3:40:31 AM,"none","Both are expensive","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyHu3_WbevPzHuzYd14AaABAg"
"Archie Ames",1/22/2018 9:20:54 AM,"none","I prefer a penne","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgybSutYGcM8FFTGg-l4AaABAg"
"Calvin Sanders",1/22/2018 7:57:29 AM,"none","Both meals are about a penny per calorie. And while the math is pain at that small amount to think about, it's clearly too expensive.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx4Vh7ZcEqzX-nUxs14AaABAg"
"Ramona DeLaney",1/22/2018 5:31:09 AM,"none","I tried Hello Fresh for a few weeks. We were never satisfied. It took a long time to prepare the food. Several times we received ""old"" or partially spoiled vegetables. Many of the meals were not worth eating, so we threw them out and went out for a burger. Needless to say, we cancelled
service. We returned to the store and cooked yummy filling meals and saved money. Thanks for the comparison review.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzibneQrmkdhyRFhwp4AaABAg"
"guy ditommaso",1/20/2018 10:49:36 PM,"none","Excellent Information.. Thank you!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugze9sRV-9Vh2X46YzV4AaABAg"
"alberto Castellanos",1/17/2018 10:23:27 AM,"none","Subscribe","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgygSsuBUKMmhY1C6l94AaABAg"
"Daniele Paciotti",1/16/2018 7:56:15 PM,"none","You are a Pasta Killer!!!!!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwBltY1crDdwumdYl54AaABAg"
"Lorenzo TV",1/13/2018 5:17:50 AM,"none","There both a
Funny and honest","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxdm8_iNHDcFFQFItN4AaABAg"
"Sarah Southard",1/12/2018 3:04:35 PM,"none","thanks for the comparison!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxExYMQosBqVd60gNR4AaABAg"
"iHeartStationery",1/12/2018 11:05:43 AM,"none","How did I not know about this channel. Great review","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxm65VyMHZUVGbyG3F4AaABAg"
"fruit bat 🍒🦇",1/10/2018 11:10:38 PM,"none","i dont use these services but my mom loves blue apron because they send sauces and spices for each dish in exact amounts that she would never buy in bulk either cuz she couldnt use that much of a specific sauce or cuz she wouldnt know where to buy any around here 

blue apron also sends you produce that is in season, as opposed to grocery stores that are expected to stock everything all the time nowadays regardless of if its in season or not","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx3veYgKoP4r4ae9UN4AaABAg"
"BigBossMan538",1/8/2018 2:52:34 AM,"none","I wish that there was a one-person plan...","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzE1k_T74JwiqBw9fN4AaABAg"
"ivi122",1/6/2018 1:55:49 PM,"none","I don’t understand the point of ordering form either one. Why not just go to the store and get your food?...lol wow laziness","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxQgj1m8Et974vHUBx4AaABAg"
"Katie Hunko",1/5/2018 3:35:08 AM,"none","If anyone wants a $30 Hello Fresh giftcard code, email me","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwN63nqT2-kpNEXko94AaABAg"
"Love4Dogs",1/4/2018 1:28:43 AM,"none","thank youuuuuu!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzEAeYDJu5nMteft9R4AaABAg"
"Gary Harris Jr",12/31/2017 9:23:28 PM,"none","Would love to see a review of the clothing box deliveries","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxmegtbeUI_PNuuFtx4AaABAg"
"Rena Reiff",12/31/2017 8:47:39 PM,"none","Hello fresh is my fav too. Even though it is a pricey dinner I love trying new things always happy with the quality.. And portions.. I only get it once a month and their app is easy to pick meals and skip weeks..its a treat for us","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugzp9pWV2dQ78xwXist4AaABAg"
"Keith Moser",12/29/2017 3:51:37 AM,"none","Good on you Jan.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwNTjKbTDuipClmBCx4AaABAg"
"Marcelino Dreams",12/24/2017 4:42:42 PM,"none","New subscriber!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgypkUr3RSqJCVs0Bdd4AaABAg"
"thatchill Dude",12/17/2017 7:58:50 PM,"none","seems like a hit piece on blue apron...","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzjOeltuVDpoK_eyh14AaABAg"
"JustinTrojan",12/14/2017 3:11:02 PM,"none","Wow that seems like a lot of plastic packaging, love the review though, thanks.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyEVyVUKOhczHj3ViV4AaABAg"
"oscar3512",12/14/2017 2:41:01 AM,"none","What do you work in having to get up at 2 am lol ?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyVrt86KEMJzwNmJvR4AaABAg"
"Shelley G",12/9/2017 11:23:23 PM,"none","Thank you for the comparison. I was contemplating trying one of these meal services","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy0rDcKhugP29fa0RJ4AaABAg"
"Ralph Nader",12/9/2017 7:45:39 PM,"none","This dude's fridge gave me a seizure","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyIahxX32z7HVwymtp4AaABAg"
"Killian787",12/9/2017 2:18:26 AM,"none","if you use the code MARISPACH it takes off $40 off your order","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz_t4K2B8ATpgDnBmx4AaABAg"
"Quick Deal Videos",11/30/2017 9:34:45 PM,"none","I've always wondered about the portions on this services. I don't think this would work for me lol!! Thanks for the info!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzhnktIHC0QjYkpd1Z4AaABAg"
"David Schoman",11/29/2017 6:19:24 PM,"none","Thanks for the information.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy_n2bmEU-ljSd4yq14AaABAg"
"Sagie Reder",11/24/2017 10:08:31 AM,"none","love your videos","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxMKyTzVen6PtgFMvV4AaABAg"
"Garrett Johnson",11/21/2017 5:58:10 AM,"none","Definitely not the best bang for your buck. But I like trying new things.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyJ1cUeJ1JuOVQbfh14AaABAg"
"Tay Jack",11/18/2017 2:24:42 PM,"none","I loved this video.  New sub...","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx3qJbhtsUvyvnPWFJ4AaABAg"
"Expert Arteta",11/18/2017 7:38:55 AM,"none","Dude has a giant head or tiny body wtf, also thanks for the solid info.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzWhfjra8Pq1uGmXuF4AaABAg"
"Bonnie Prince",11/12/2017 5:38:18 AM,"none","Thanks, yall have helped alot and it was fun....God Bless","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw1WICYf8Yk9DPGgjN4AaABAg"
"Cal Lutton",11/9/2017 2:34:18 AM,"none","Thanks for showing the difference so well","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzCs02BYtZlOMXwZkt4AaABAg"
"FarmTech",11/4/2017 10:55:02 PM,"none","My wife and I just had our first Hello Fresh box delivered to us last week.  We decided to give it a try because it is just us, no kids, and we both work so time to cook is limited.  I cannot stand having to throw food away that we cook and aren't at home to eat it so it goes bad.  With this service, you get just enough food for one meal, three nights a week, plus perhaps a tad bit of leftover, and there is no throw away.  I personally think it is a bit expensive, but for us it's still cheaper than what we would spend at the grocery store, and we don't throw away food.  Plus I hate going to the grocery store.  ;-)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy4IkoFs7uGk6_682Z4AaABAg"
"Julius McLinko",11/3/2017 2:23:39 AM,"none","Great review dude! Super useful for my family as we were comparing these two companies. Keep up the great work!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzsE-0eqVcK39h_E2h4AaABAg"
"Cindy DeMarche",11/2/2017 9:51:01 PM,"none","This was so helpful!!!!  Thank you!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxvsf253ShDtthYa014AaABAg"
"Salty_Sodium",11/1/2017 9:21:06 PM,"none","Yeah thanks","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxZdr_4DQq1V3OHXOF4AaABAg"
"Angela Walker",10/29/2017 1:34:33 AM,"none","Great information!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyXNtz1yZ_JG2QL5Fl4AaABAg"
"angela may",10/26/2017 10:14:28 PM,"none","Subscribed love your videos","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy5fjTj_xNAKJKkDch4AaABAg"
"Arik lieu",10/26/2017 5:16:07 AM,"none","You pay for the convenience.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgygUmoGC5bBKJ79GwJ4AaABAg"
"Robert Pirlot",10/25/2017 11:26:11 PM,"none","SHE PUT FAKE CHEESE INSTEAD OF REAL CHEDDAR. Making her opinion nullified.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz3AxhE92fuSIMinSx4AaABAg"
"ej732",10/24/2017 7:59:35 PM,"none","Olives never make it to the salad, they always turn into an appetizer while cooking.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzIUNXD6IXh5u1RCj94AaABAg"
"elias altenberg",10/22/2017 11:40:55 PM,"none","Interesting","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxoFjZh05nHDABPxZB4AaABAg"
"Moo",10/18/2017 2:56:23 AM,"none","""That's what happens when you're nocturnal."" you mean when you have crippling insomnia and hypomania","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyO4eznLYt1Li8KOr94AaABAg"
"oyvey",10/18/2017 1:55:54 AM,"none","(((the deal guy)))","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx_sAEgMRKDGYFvcNp4AaABAg"
"Yan Qin",10/17/2017 10:05:04 PM,"none","I am not sure if these services are good because of the price. If you want to save money, then they are not for you obviously. If want to have healthy diet and have the money to spend, then just go out find a restaurant provide healthy choice. I think the services are more for fun, like people who want to learn cooking.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy-lJfQWBoipy-R7TJ4AaABAg"
"Colonel1954Dz",10/17/2017 1:12:09 AM,"none","I'm surprised how this is appealing to mainstream consumers. When I saw these services I thought they'd only work for this specific niche of busy people who are also into cooking. 
Personally, I'd never give up the freedom of getting the quantities you want at much reasonable prices, and the freedom to tweak recipes as you see fit because you can get any ingredient you want when you're planning to cook! I'd be willing to subscribe to a service that recommends recipes for everyday and prepares a list of ingredients for the week but allows for the freedom of shopping for myself. That'd totally help with the daily confusion over what to cook for the evening and last minute grocery shopping.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzpfeiSWiu2cKZdyVZ4AaABAg"
"Phuck Liberals",10/11/2017 8:02:18 PM,"none","i knew you guys looked familiar lol fellow clevelander here","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx8FIxU78iXnawLH-B4AaABAg"
"eddiekoski",10/11/2017 7:04:07 PM,"none","Is it really for saving money? I thought it was meant for convenience?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyO8OD6X814IOpy_W54AaABAg"
"Harry C",10/9/2017 2:39:29 AM,"none","If You really need a subscription based service to make overcooked penne pasta. Take that tie of sir. You are no adult.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxxJ2Ig0uSnnn4h0p94AaABAg"
"215ladylove",10/8/2017 8:27:06 PM,"none","i like hello fresh and home chef....home chef has a steak and truffle fries recipe that is so bomb","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz40mk8wxn2_sWBleh4AaABAg"
"Alexandre Filho",10/7/2017 9:26:59 PM,"none","Casey you are awesome!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw7cbSHHGAxXTEnK1F4AaABAg"
"Aleksandar Kosteski",10/7/2017 5:04:23 PM,"none","blue apron its number one baby","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyTUbJxXia3BLRDS8t4AaABAg"
"Killian787",10/7/2017 4:15:35 AM,"none","Use code: MARISPACH for $40 off your order of HelloFresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugybsa2eDIInQTflS694AaABAg"
"GinKadia",10/6/2017 7:12:38 PM,"none","This was very helpful. Thanks","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyOvJlG0Roqx1Dfu3B4AaABAg"
"Angel",10/5/2017 4:09:15 PM,"none","This was very informative. Thanks!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzE8LgaY-kXuKqD0oN4AaABAg"
"NyAppyMiku22",10/5/2017 12:16:35 AM,"none","I'm new to the channel but I already love it 😂👌","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyBTkeC7cICMiTph3p4AaABAg"
"AN D",10/4/2017 4:40:58 PM,"none","Great i knew it ..would still be hungry and i was worried bout if it was enough and knew it was not for me if on budget.thanks for this info..","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxLrje-FTnOOdjEN5J4AaABAg"
"rose novel",10/3/2017 5:45:41 PM,"none","The answer is no. Neither of them are worth it. Go to Costco","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwnrljJM9v8h5Y_x0h4AaABAg"
"TheRausing1",10/2/2017 10:30:10 PM,"none","that penne looked all kinds of wrong in my opinion, very far from my ideal recipe for arrabiata","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxMtmaRO1n1Sc1LeqJ4AaABAg"
