"Username","Date","Rating","Comment","Link"
"Uwe Schroeder",9/29/2017 4:59:30 AM,"none","I think it's a really bad testament to our society that services like that even exist.  The only thing you save is a little bit of time to go to a grocery store (time most people can easily make up for by not playing with their cellphones for - 30 minutes).
I currently run our household of 2 on $12/day (for food) - that is 2 meals for 2 people = 4 portions (we don't do breakfast) which means we pay about $3/portion. Yes, I spend about an hour in the kitchen every day including cleanup.  Take that together with shopping and say it's 90 minutes for shopping, cooking and cleanup every day. Of course some days it's more some it's less - 90 minutes is the average and of course I don't go shopping every day - I'm just averaging the time spent.  
For the $3 per portion I can't do NY strip steak, but I can do fresh tacos entirely from scratch (including the tacos - which once you had homemade fresh tacos you'll never go back to those nasty packets from the store). I can do sushi, I can do all sorts of things that don't require ingredients exceeding $3/portion.  For me it's a challenge to go lower - ultimately I want to try a $1/portion month, but that will be stretching it.
In my book the cheapest and healthiest way to eat is to buy and cook yourself. People come up with all sorts of excuses why takeout, eating out, delivery services etc. are required to live. They're not, they're conveniences.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxXXAzP_dEkQTH-Guh4AaABAg"
"Karl Striepe",9/28/2017 6:34:07 PM,"none","Helpful video: confirmed what I suspected, that these things are rip-offs. But I suppose you'd save money compared to eating out all the time; also, if you have money for it, the service is probably a good way to learn how to cook.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyHyJhASxirW3HCnI94AaABAg"
"mark layton",9/28/2017 1:38:05 PM,"none","dry pasta , canned tomatoes , onions .....these items cost pennies , so cheap in the store  ......paying for this service is going to be a rip off !","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx2ScQD0sR6NumsfGp4AaABAg"
"Lord Sacha",9/28/2017 1:15:04 PM,"none","define neck","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyPW_OeJJxBn2utWgZ4AaABAg"
"Lisa Adler",9/28/2017 11:16:51 AM,"none","Great video, thank you","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy8ozy0LHVwsedUXW54AaABAg"
"Zeena Pinto",9/28/2017 12:36:07 AM,"none","I have tried Blue Apron, I didn't find it value for money. But the Hello fresh is good. Ingredients measured and packaged per meal and waterproof recipes with accurate information, simple to follow. All recipes turned out amazing. Price per service $10 is bit too much but you are getting a healthy chef meal with least efforts.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyHIi6FrYyMT9ciiJV4AaABAg"
"Jess Brawley",9/27/2017 12:09:15 AM,"none","This was so helpful!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxJ5aJQg7VHLQa5JO54AaABAg"
"gunblades06",9/25/2017 7:10:00 PM,"none","What do you do that your workday starts at 2am???","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxzWicbxuvZXnBNsdd4AaABAg"
"matanuska high",9/23/2017 10:41:11 AM,"none","how basic can people be?   cooking is easy.  wasting money on this crap cause your too  lazy to run to a store or make a list and go once a week?  no wonder the housing market fell and people were broke and crying you all waste your money on the most idiotic things.. stop wasting money being so fucking lazy and pathetic.  id hate too see how you all would be if we actually had a real recession. im sure most of you would just steal from others who were a lot smarter and prepared. just like 24 hours into a natural disaster you start stealing everything in sight like its the end of the world..glutony,greed,envy....americans need to stop living outside their means and spending money they dont have..i.e credit cards eventually your gonna pay for it.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwE5-nG3Oku4H7FU8l4AaABAg"
"Theo Ingram",9/20/2017 5:21:38 AM,"none","I dont think its about saving money, I think its about convienance","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxuErxqC_aAxZ8YEYt4AaABAg"
"Philip Gilmore",9/20/2017 12:29:42 AM,"none","Price, price sure it maybe cheaper to go to the store. But you do not get the directions of cooking and better quality ingredients.
I just tried BLUE APRON and was very pleased with everything.  My wife Resa ordered 3 Blue Apron meals. For some cooking can be intimidating and that is an excuse to pass on cooking or to order out.

I have to say Blue Apron you nailed it with clear cooking directions, photos and fresh quality ingredients. I actually had fun, my son was reading the directions to me and part of me feel like Gordon Ramsey, saying, come on whats next....
Next came to a delicious dinner and my son can see how easy it is to prepare....Keep it up...
You have done your home work, to simplify the process of cooking great meals.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw_viz5uchtZD6iVWN4AaABAg"
"Danielle Gordon",9/19/2017 2:23:44 AM,"none","good to know I have been wondering about these companies! Loved the video","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx71B_WcjFXulxJAgt4AaABAg"
"Boozy Gaming",9/18/2017 4:06:55 AM,"none","Nah Im gunna just bring my lazy ass to the grocery store to pick up food. $100 last me a month ;) Thanx for the review tho","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzxgqId1XKIn4wVUgd4AaABAg"
"JoAnn Green",9/17/2017 7:35:51 PM,"none","I am researching all options for food prep/delivery so thanks!!  Sounds like I'll concentrate on Hello Fresh ideas...but still want to check out JET.com   I know I have to create the recipes first and then purchase but for me cost savings yet having groceries delivered is the combo 4 me. Guess I'm binge watching today!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxLfOPkg0kLHm6HXhZ4AaABAg"
"Marja Rautala",9/17/2017 1:14:46 PM,"none","Pre pealed garlig! Really? Horrible amount of plastic waste if they pre pack everything. Boo! Bad job!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxj6kgdYlhYqSfrxwN4AaABAg"
"meganyousmile2",9/17/2017 4:02:14 AM,"none","You are so precious! This is my first time watching your video and you have such a bold and attractive personality! I'm definitely subscribing! Thanks for the update on these boxes!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy913ZBrumyBPtpa7h4AaABAg"
"tintinismybelgian",9/16/2017 6:28:43 PM,"none","The editing of this video is confusing. Why put the HF before the BA?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgydOG5ehOifEMCV-aZ4AaABAg"
"Greyfoxboy",9/16/2017 1:01:56 PM,"none","Try home chef","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxK9AT3VSl5hnfhKM94AaABAg"
"Arzu Dhanani",9/15/2017 3:13:35 AM,"none","Wow, this really helped me make my subscription decision! Thank you!😋","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxkVf-bEqY4uJKNxE54AaABAg"
"Killian787",9/15/2017 1:46:25 AM,"none","Use code: MARISPACH for $40 OFF your HelloFresh order! :)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw3tMLUOKt1hf-70VR4AaABAg"
"lfutrell82",9/14/2017 11:49:35 PM,"none","I subscribe to hello fresh and I love it. I tried blue apron and home chef as well. I liked hello fresh slightly more. It's only 2 of us so we get the 60.00 box.  Grocery shopping is cheaper, but this is more convenient.  Plus we normally eat out if we don't have buy a box that week so it makes sense financially for us.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwbeJrURuAO5cFEtMl4AaABAg"
"Kayla D",9/14/2017 8:17:22 AM,"none","My sister wanted to try these.  I'll find her some good recipes instead. Thank you.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxjh0oSLS434zLc9Kl4AaABAg"
"Mrs.Casey",9/13/2017 10:11:53 PM,"none","Fantastic! I'm never gonna use either but I appreciate the reviews!!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxqUuEXT2lDIFfFDdN4AaABAg"
"Amy O",9/13/2017 9:49:23 PM,"none","LOVE Hello Fresh! Great company and in Europe too.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwPF4F_WBLXDvm3CUV4AaABAg"
"Bernardette A",9/13/2017 6:31:07 PM,"none","Cooksmarts is better. I do not understand why people use these services.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwZg_k2TesqP4sETn14AaABAg"
"T Dhashi",9/13/2017 4:57:54 PM,"none","I like your honest opinion. I think both these services are crap but now I know which is worse","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxVYnis9s4j8uyt2lZ4AaABAg"
"Bad President",9/13/2017 9:46:05 AM,"none","Blue Apron is way better","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwmsdOU2miPy8dBopB4AaABAg"
"Kellie W",9/12/2017 2:57:51 AM,"none","I'm so glad you did this. I love learning new stuff like this. Thanks. :)","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwusBYsEKPEoO9-PrB4AaABAg"
"Zully Santana",9/11/2017 11:20:04 PM,"none","wow very informative thanks♡","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwlOPAHr2sFcsSPLHN4AaABAg"
"Thalia Rossitter",9/11/2017 10:21:18 PM,"none","this was excellent! thanks for sharing.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwhYAOkjYABuclDF9B4AaABAg"
"Alexander Filatov",9/10/2017 9:03:29 PM,"none","The attitude about 'saving me money' and how you are the 'best saver'.... big turnoff to subscribe.  also... there is NO possible way that eating this stuff will save anyone anything.  way overpriced food.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwWzTD1ywBLOKmmQft4AaABAg"
"Quinn",9/10/2017 7:09:58 PM,"none","Hello Fresh wins. It has an allergen separation policy and blue apron does not.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugwz90OaDQEJUMn537t4AaABAg"
"Giselle Martinez",9/10/2017 6:21:11 AM,"none","I'm nocturnal too. I like that you are too lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxPTzqvkbMqIAPsGT94AaABAg"
"Laura",9/10/2017 5:36:41 AM,"none","Awesome Review! Thanks Matt!!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwPeUz8B6MqSKki5T94AaABAg"
"Apfel Saft",9/10/2017 2:21:31 AM,"none","I love your energy, not sure what your channel is about but i had to subscribe","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyrFqeeG36Z7P0Xrmd4AaABAg"
"Madeline",9/9/2017 7:00:35 PM,"none","Wow the second box had nothin on the first one lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx73QebkI7Uxumc8OB4AaABAg"
"87crazycookie",9/9/2017 3:39:31 AM,"none","Thank you for reviewing this because anytime I see a ""review"" it's always been paid for by the company itself. Or the person was sent the box by them for free. So I don't trust any of those reviews to be unbiased. But this is much more useful to me!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw05aN7yvixwafxupB4AaABAg"
"87crazycookie",9/9/2017 3:38:14 AM,"none","Nice Jan!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzSkdXdFgtus65GwSV4AaABAg"
"Beylan Wimsatt",9/8/2017 10:03:02 PM,"none","That pasta looked sooo good also i agree there needed to be more cheese and more olives","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgySeTYyNUYdkYphJYB4AaABAg"
"pearlxoxo16",9/8/2017 7:23:54 PM,"none","You have all the right to get exited about tomatoes, tomatoes are cool and yummy 😋","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzagWDRoKXkWAOK7594AaABAg"
"S Simpson",9/8/2017 4:11:52 PM,"none","What do you do for work that requires you to be up at 2 in the morning?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwnaLdX9PQ6VUEXjRx4AaABAg"
"Max Eiting",9/8/2017 3:27:28 AM,"none","I've tried both and personally I think blue apron turns out better.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz0IBMl_xTnY2zjABt4AaABAg"
"Mary Ann &Kerri",9/8/2017 1:14:17 AM,"none","I had blue apron a good friend had four free meals and gave them to us after a death in the family background I have GP so am fed IV I love cooking but when you aren't allowed to eat cooking isn't fun my partner is not a cook and was also extremely lost without her twin brother she wouldn't cook. I was grateful but not impressed my meat was a day away from expiring in one meal another came with a beet root and one day it was hard the next rotten my garlic was blooming in our second week to see if I could do this. One meal came with an odd ""cauliflower"" that was pointy and just crumbled it really seemed like if I didn't cook the food with in three days it all went bad. I have not tried hello fresh but now that it's been a year of him passing and me figuring out different ways to taste food without making myself ill (aka not swallowing) I am back to trying to cook now only if I could get her to purchase food that can be combined into an actual meal of sorts would be good. Our pantry and fridge are bare lol we look like poor college kids with a jug of milk and mayo and mustard and drinks in the fridge lol pantry is random cans and pastas that don't go together. Lol thank you for this","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx9sKnXaiTwsyeo1bh4AaABAg"
"Amethyst Samia",9/7/2017 1:57:37 PM,"none","So do you recommend a meal subscription service?   I am essentially home bound and don't get out much at all so food shopping is...non existent.  Would you recommend a service for someone like that?   The money could be an issue but I'm willing to give it a try if you think the quality is worth the money & effort.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzeLXAF7T4uFUDrpSx4AaABAg"
"Lynn Z",9/7/2017 1:33:07 PM,"none","👍🏼","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz5uLeD2gBeWoCLapd4AaABAg"
"Jen E",9/7/2017 1:24:09 PM,"none","I tried Munchery. It was pretty good, but I make much better rice. Their rice was a boil in a bag type.😝 I think these meal boxes are good for people who don't cook. I can buy enough food for about a month with what it costs for 2-3 meals with the meal boxes.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyaIrFJG9iIHhlY8lJ4AaABAg"
"Phijkchu_Mew",9/6/2017 10:28:24 PM,"none","Thanks for the vid, I've been interested in services like this.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyJo4H3bb4ZWQnyCi54AaABAg"
"Forever Young",9/6/2017 10:24:03 PM,"none","Thanks !","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyxCw6XfBAUTgUGO-V4AaABAg"
"Animallovingdancer",9/6/2017 9:47:27 PM,"none","Very nice to know","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxPRB_pbx3PqJ1pgYJ4AaABAg"
"harveythepooka",9/6/2017 9:07:02 PM,"none","None of these seem worth while.  The pasta dish he made you could probably make for $8, depending on how much you pay for the pancetta and the burgers and salad would cost you about the same.  This just seems like something for lazy people or people with no time at all who still want to cook.  Plus, you get all this environment killing packaging which I can't get behind.  Whoever this is designed for it's not for me.  I like to go to the grocery and pick out nice produce, but to each their own.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxGO9FHq2j0LJC-k-14AaABAg"
"isabellagiggles24",9/6/2017 8:38:49 PM,"none","Finally a perfect video","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwPlXmsRTL6TwSMNbh4AaABAg"
"buttonz731",9/6/2017 7:58:44 PM,"none","This video was right in time for me! I've been looking into a meal subscription service  for a while now.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyEPMs-8XxFwJb4G2h4AaABAg"
"100newkid",9/6/2017 7:06:43 PM,"none","Doing traditional grocery shopping will ALWAYS be more economical.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwHhOdH8AcQ5Yn93zp4AaABAg"
"Diana Nieto",9/6/2017 4:35:39 AM,"none","Where are the spices???","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxDsG6fywnzQsgPpvp4AaABAg"
"VivaLimez",9/5/2017 11:11:25 PM,"none","Woot","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgydcPP3wSBhU9bI4OV4AaABAg"
"Ann Waters",9/5/2017 11:08:53 PM,"none","So glad I found you!  Enjoyed immensely!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwbL2EzHkUYTEzlJox4AaABAg"
"KatieKat",9/5/2017 10:45:30 PM,"none","But can you adjust the box or inform the company if you have specific food allergies? Because if you can't then that  leaves a lot of people out of being able to purchase this","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyYA7CUOpwNU4DcU914AaABAg"
"ChaoticShelly",9/5/2017 10:10:37 PM,"none","These services will probably suit a single person if they got the bigger packages and split their meals to suit both lunch and dinner. Otherwise, 4 dinners for 2 people still costs more than a weeks worth of breakfast, lunch, snacks and dinners for my household of two in Australia. The fact that it's just 3 meals for $70AU (or more if you select more meals) a week is simply ridiculous. I spend $200 a week on groceries for all our meals total, and it's all fresh produce, meat and very little processed food.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzTsQZIC-FhEIy-lg94AaABAg"
"Bethany Bulone",9/5/2017 9:24:26 PM,"none","Is holly from Cleveland Ohio ?? She looks like weather ladie from Channel 3 news in Cleveland Ohio. Please let me know if i am right","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwPYrSOPtaBd7BET894AaABAg"
"achanwahn",9/5/2017 4:08:23 PM,"none","blue apron sends you enough garlic to start a business of your own. my friend has a huge pile, & I know where to go to get some when I need it ^^","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxw3BsA7i2VbQ-2U714AaABAg"
"lbrightification",9/4/2017 9:18:44 PM,"none","Thanks for doing this. I would rather just read a recipe and buy ingredients way cheaper!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxZ_OAIUXO7U5By4Rh4AaABAg"
"David Bartalis",9/4/2017 1:34:42 PM,"none","Great video... I love to cook for my family and wanted to know which of these services was a better value.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzbZ9EBPtWAYOAKaxd4AaABAg"
"Marybeth Moore",9/4/2017 1:33:41 PM,"none","Loved this video! I really wanted to know the better of the two.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxlQ-E8s1mRKobMuf54AaABAg"
"Morpholochic",9/4/2017 7:44:15 AM,"none","What is your partner cooking channel?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugzf-FYjjmrfzq1qBzV4AaABAg"
"Thomas Johnsen",9/3/2017 9:18:38 AM,"none","Just love this","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzJ-29RQ9hdzOTg0gF4AaABAg"
"Tomadias55",9/2/2017 10:36:13 PM,"none","Hi","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwKZ7LaqWjm1EPaz094AaABAg"
"Nerdacracy",9/1/2017 6:40:27 PM,"none","I kept hearing about blue apron but never about hello fresh. Thank you for this. Really helpful.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzWjvomI_vjxoVDARl4AaABAg"
"b rollins",9/1/2017 12:20:09 AM,"none","I ve thought about trying them because we get so busy maybe a meal or two or something to start out. Thank you for showing us!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwIRc84MnhQdou_Oe54AaABAg"
"Darkertime2",8/30/2017 6:12:45 AM,"none","I love your honesty, makes your video feel authentic","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwOkRUgFm-xfs3ETRZ4AaABAg"
"Vanessa Villegas",8/30/2017 2:02:30 AM,"none","Omg such a perfect review! I had a hard time figuring out","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwrowBVVAT8UvOfbxh4AaABAg"
"Desarae McColley",8/28/2017 8:39:22 PM,"none","I've also tried both Blue Apron and Hello Fresh and I agree with your assessment. Hello Fresh was the winner for me...although they have since changed some of their packaging I still feel they are a better service than Blue Apron","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz6ljeZ1820_Towfyl4AaABAg"
"Super Shepherd",8/26/2017 1:39:11 PM,"none","So I take it they only deliver dinners?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzODQJz45Kq84N34RJ4AaABAg"
"Sakuri Sake",8/25/2017 10:18:29 PM,"none","80 bucks or two people or 130 bucks to feed four people, including shipping and handling charges. Seems like a restaurant supper.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw8Kvgz9-2ZQUdcWkB4AaABAg"
"Lesilie Lesilie",8/25/2017 9:11:33 PM,"none","I think it would be cool to re-use the recipes but just buy all the stuff for them at the store","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw_lE3l_uWSFvn-Rfl4AaABAg"
"Tee Bee",8/25/2017 7:16:54 PM,"none","Great video! I have no intention of buying prepackaged meals because the price mark up is so outrageous but I enjoy learning about the process anyway.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugwk1CfKDPmC8OgCfhZ4AaABAg"
"1SuperTempest",8/25/2017 2:20:58 AM,"none","These are actually horrendous for the environment. Shh, don't tell the hipsters.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgynlzWMbKh8WuZAc694AaABAg"
"T Stanton",8/23/2017 5:26:28 PM,"none","This seems like a super cool channel","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw4cEWBVA1E2OrKDAJ4AaABAg"
"WateverWatever04",8/23/2017 1:27:05 AM,"none","This host is so awkward and adorable, I just found this channel and love it already 😆","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugxh9PZXBHeJdY9BEYN4AaABAg"
"Dana K",8/22/2017 10:03:16 PM,"none","I had blue apron for about a year and now we have switched to hello fresh and I think it is significantly better.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz6g8g7FporyOW_XN14AaABAg"
"roberto castro",8/22/2017 4:41:36 PM,"none","you are too busy to go to the grocery store. But not busy to cook your own meal. This is stupid. This is for people who like to take a pic of their meal and post it on social media and call it a ""masterpiece""","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx699pP10PTMlbqX494AaABAg"
"Kyle Perryman",8/22/2017 2:06:19 PM,"none","ENTER: The real life inspiration of... Charles Boyle.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx3rjqIY-ADIxbvr6J4AaABAg"
"Age of Reason",8/22/2017 7:18:11 AM,"none","This is the dumbest thing I have ever heard of in my entire 40 years on this planet. $10 for a meal that I have to cook a meal myself at home that won't even satisfy my hunger? American capitalism at its best/worst. This is for idiots.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyqcMrfub8BWEoXsDB4AaABAg"
"Bruno LoGreco",8/21/2017 9:21:33 PM,"none","I've ordered both myself. Blue Apron wins my vote. I'm a bit of a foodie and enjoy trying new flavors. I get that opportunity with Blue Apron... not so much with Hello Fresh. And I also think this video is misleading. Blue Apron provides you with nicknack bags. Every recipe is contained within its respective bag. Just the bigger items are lose in the box. And you'd have to be an airhead not to know which ingredient belongs to which meal.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxbjzPIfFATcL0MIxZ4AaABAg"
"Trang Thach",8/21/2017 8:02:17 PM,"none","Just go to the fucking store and buy food🙄","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz49wsYOUdYDf7X9Qh4AaABAg"
"Mr. Enderslayer",8/21/2017 6:36:43 AM,"none","From the very beginning, it's so obvious that he prefers hello fresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwwWJJ-P2DjtFok_sl4AaABAg"
"Rhinopocalypes",8/21/2017 4:19:14 AM,"none","$70 to have food delivered to you? (I know its premeasured) The only logical reason for people to buy this, I think is if your maybe trying to learn how to cook and are pretty clueless or your a super busy person and cant go to the grocery store for an hour.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw_tKF96Bw_pD_TLpt4AaABAg"
"Carmen Santana",8/21/2017 2:23:06 AM,"none","IF YOU ARE BUSY AND LIVE IN A CITY WHERE LARGE GROCERY STORE ARENT AVAILABLE
 THIS IS GREAT.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwA_CaCSMw7961wa7l4AaABAg"
"Andrew He",8/20/2017 8:12:57 AM,"none","I prefer blue apron, but after 3 months I cancelled the subscription because it's TOO Expensive!! you can buy 3 times the ingredients with $50.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzbAXHI6vgsXqYMrQ54AaABAg"
"Maria Diaz",8/19/2017 9:28:27 PM,"none","Wowww Blue Epron looks like a total rip-off when you compare to HelloFresh. 
I wish there was another video where they tried to recreate the recipes using the same amount of money that it costs to buy a box of food.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyC6ay4DoiIUtKZQtN4AaABAg"
"Jerome Simpson",8/19/2017 10:43:31 AM,"none","Eye like my women dumb too lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy2VMI3DpxYqbwufsF4AaABAg"
"Jaydon Chai",8/19/2017 7:34:53 AM,"none","NZ has a better option- MyFood Bag","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw_tQ5OobvWkkIW-oR4AaABAg"
"ANNIEEE THE ANNIEEE",8/19/2017 6:23:42 AM,"none","I don't want to deal with this. So the deal guy is dealing it for me.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgyE04hbkAwHZpdK_XJ4AaABAg"
"Inspector Steve",8/19/2017 4:41:41 AM,"none","I think there's other channels that give more away.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugyo4FALiLybd0r7skd4AaABAg"
"Keat Perkins",8/19/2017 2:02:49 AM,"none","Does anyone who uses these services know if you are able to tell them that you have a specific diet? Like gluten intolerant, paleo, etc? Just curious.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz5jtx9w82g8pUQ7yx4AaABAg"
"Double O Seven",8/18/2017 10:30:52 PM,"none","Are people really that helpless to not be able to go to the grocery store?","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx1AVEdgPI9sIsD3wB4AaABAg"
"TheFacebiters",8/18/2017 10:17:26 PM,"none","Great video answered all my questions, very informative.","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx0QkwBN084fnl9BcB4AaABAg"
"Angela Jeffries",8/18/2017 7:48:22 PM,"none","ANGEJEFFR","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzcjLSFvDRuBvrX3wJ4AaABAg"
"Saira Choudhury",8/18/2017 7:41:05 PM,"none","hi","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugz44KZNAe8drmlVfDt4AaABAg"
"greg94",8/18/2017 2:48:28 PM,"none","2:33 that looks so real lol","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx-kMSBZie6d0rEnmJ4AaABAg"
"Adam Putz",8/18/2017 2:26:21 PM,"none","I want to win","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugx1w3yZ13tsO5x6dPB4AaABAg"
"Adam Putz",8/18/2017 2:25:46 PM,"none","My method take a recipe I got online that looks good go to the store","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzDVWpTW362KgBXhdF4AaABAg"
"Kylan Beaumont",8/18/2017 4:46:06 AM,"none","I've actually been researching the two online, but hadn't really found anyone who had done a direct unbiased comparison, so this was really informative. Thanks!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgylxvLQBccWxLJXN-l4AaABAg"
"Katie Jurek",8/18/2017 4:27:32 AM,"none","This was really helpful! I was looking into one of these types of food subscription type deals, and this really helped!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgwdknTR9km0yizKvOF4AaABAg"
"oliviaobsexygurlbow",8/18/2017 4:26:28 AM,"none","Cooking your own food is a beautiful deal!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgzjyqZTaZKIOBr6eLh4AaABAg"
"Steve on the interwebs",8/18/2017 2:13:32 AM,"none","I highly recommend HelloFresh","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugy1qW5yfEMibFrxEaN4AaABAg"
"Storm Raven",8/18/2017 1:46:21 AM,"none","Use code: MARISPACH for $40 Off on your first order!","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=UgxA8Yy2suD6_DkTqT14AaABAg"
"hillary Chen",8/17/2017 10:07:26 PM,"none","Very helpful","https://www.youtube.com/watch?v=mGK86tWMFjk&lc=Ugw0PX3mQ4p8RmkJUCB4AaABAg"
