"Username","Date","Rating","Comment","Link"
"ESA Tabet",6/1/2018 6:03:33 PM,"none","الله يرحمه","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy8lxAUpbNC621SupB4AaABAg"
"Tasneem Ahmed",6/1/2018 6:01:11 PM,"none","Allah akbar.....😓","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxJKDLv8w_lowcqB-F4AaABAg"
"shoukat ali",6/1/2018 5:59:24 PM,"none","my  Allah paak place him in jannah  ameen  its  so  sad   he  was  so  young  .i  feel  like crying  . every  body  will  die  young or  old.  ones  again  i pray  to  my  Allah paak place  him in  jannah ameen .","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzX8uqC01EkhWVoEQV4AaABAg"
"A.B Siddique",6/1/2018 5:59:01 PM,"none","may ALLAH give place in JANNATUL FERDAUS...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzwC5cGb_4wD8zraRt4AaABAg"
"FoFiTheGamer",6/1/2018 5:57:12 PM,"none","It's the truth. Allah knows who's going to be like him, and forget Allah in the end which is sad to see. After he was the one who gave you success, and loads of money in this Dunya, and all you do is buy luxurious items without even doing Sadaqa (charities), Zakaa (to make the money you receive and the things you buy that aren't that high of a price Halal, as well as the things that are usable and you get benefits from them, but not for showing off (that's haram). When Allah give you loads of money, it doesn't mean you go crazy to buy fancy, luxuarious items, high priced accessories and cars to show off. Remember that your soul and life are with Allah. He'll take your life anytime, any day, and any moment. When he says so, there's nothing like ''I should have done this'' there's no turning back, and regrets won't solve anything. Since you're blind by this money, blind from the truth, blind from your deen (religion), and blind from your creator (Allah), the one who gave you this life you wanted and you didn't thank him by doing the things he asked you to do in the Quran and Sunna. 

What Allah has given him is a second chance this 7 months to cleanse his soul, his actions, and thoughts; to gain Hasanaat and decrease the Sayiaat.  
I hope he was forgiven, because Allah is a forgiver <3","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyFr1958-s8ZZ4moqN4AaABAg"
"ام ريان وياسين الشرع",6/1/2018 5:56:52 PM,"none","😢😢😢😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyJrrOzSbl7ak_XXBh4AaABAg"
"Books info",6/1/2018 5:46:33 PM,"none","Rest in peace","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwFeFC2KZDL1XPMs_94AaABAg"
"Nesso Hassan",6/1/2018 5:29:53 PM,"none","May his soul rest in peace...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzXkxXPU5izmbaa1cp4AaABAg"
"Альбина Туспаева",6/1/2018 5:26:37 PM,"none","Allah (swt) didn't take u because he gave you an opportunity to have good deeds","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx4ojXvl8zW-pfSHed4AaABAg"
"Chernor Maju Bah",6/1/2018 5:24:59 PM,"none","R I p brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwWKLJ9uKey3pFSV9t4AaABAg"
"Kk Nn",6/1/2018 5:21:35 PM,"none","OH sorry i am a christian  and I was inspired by his story  My condolences to his friends and familly. RIP Ali. Thanks for sharing.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwTacKhqU6ZE9o9gyl4AaABAg"
"Saadia Ahmed",6/1/2018 5:19:42 PM,"none","my Allah forgive him all his sins","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz08iXWsaaQ3t6jNd54AaABAg"
"Asif Ali",6/1/2018 5:17:22 PM,"none","Innalillahe wa innaileyhi rajeoon Allah kareem","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxMJ3NDg2SvRpiwluJ4AaABAg"
"Hana Farhana",6/1/2018 5:15:52 PM,"none","😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy_dpTF1uF0hV7mcAJ4AaABAg"
"j j Cade",6/1/2018 5:15:04 PM,"none","May Allah grants him to Jannah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzsKfs28oFUc8czkWh4AaABAg"
"Xh. M.",6/1/2018 5:13:18 PM,"none","Blessed are you with the paradise! Allah Loves you! ❤️","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgynxedVudLyD8ZEuix4AaABAg"
"weird 484",6/1/2018 5:11:25 PM,"none","I'm not a Muslim ..but this was so emotional ..may his soul rest in peace...he was very young to leave this place... but this is Ramdan month... what else could he ask  for..","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwyBjeidocrk-TLT2d4AaABAg"
"Dr.Shaista Shaikh",6/1/2018 5:05:06 PM,"none","😭😭😭😭ya Allah plz give us Hidayat","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwDDjBe6JzjPuRulsB4AaABAg"
"Mahi Gondal",6/1/2018 5:01:14 PM,"none","😢😢😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwC8bj9GXTxnohSxqV4AaABAg"
"862adi",6/1/2018 4:59:05 PM,"none","Subhan Allah, leaving the life with winning Akirah... Subahan Allah... What a successful ending because   he got Allah...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxf6Blh9sH6zxw54yt4AaABAg"
"Akmal Hisyam",6/1/2018 4:56:48 PM,"none","May ALLAH Grant Him Jannah Amin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzjY-lJoPnG47thgSB4AaABAg"
"inam khan",6/1/2018 4:56:16 PM,"none","Sea of inspiration. May Allah grant him highest place in jannah.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxlQ8t_ub9A0Yaai-B4AaABAg"
"sammy draf",6/1/2018 4:56:10 PM,"none","We're you getting he was a multi millionaire? Just coz he was living a good life doesn't mean he's a millionaire bruh, I mean I get it it's a way to advertise the video but chill","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx8LQETdVZqaCKMyvF4AaABAg"
"Shakirah Abdul Hamid",6/1/2018 4:48:13 PM,"none","May the almighty Allah grant hm to the jannatuli fredaus yarabi coz we have learnt from hm and may Allah strength his parent insha Allah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyw9k_slDCipcgvIj94AaABAg"
"adebayo mohammed",6/1/2018 4:27:29 PM,"none","Innalillahi wa inna ilaehi rojiun. I pray that Allah SWT forgives him all his sins and grant him Aljanatil Firdaus. (Amin)","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw8WRfZQno3V8tIeGd4AaABAg"
"Cumar Axmed",6/1/2018 4:17:13 PM,"none","Allaha u naxariisto","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyQzIos-U8-qyjpNkN4AaABAg"
"Hoorain Khan",6/1/2018 4:12:49 PM,"none","Proud on mulims","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgynG2oI7-lR53BTN_B4AaABAg"
"Kitarae Ganymedess",6/1/2018 4:11:19 PM,"none","First solve this is not a man this is Illuminati Freemason skull and bone family line of reversed gender FTM family line of reversed gender female to male born at Birth as a girl give me the name of a boy raised as a boy giving brow and plants and put on growth hormones and testosterone shots as early as age of 6.

People you need to wake the hell up and stop living this illusion just because you are afraid to see the truth doesn't mean it does not exist look at this woman how many are you out there are mothers and had to push out a male baby boy there's no way your son has a peanut head like this a short neck and slope shoulder how dumb and ignorant are you when it comes to dealing with the truth.

Ernest and living a lie is comfortable and it does not take courage to live a lie you just close your eyes and pretend everything is okay woman have been doing it for years with abusive husbands that beat the hell out of them and they close their eyes and pretend their husband loves them how did that work out for you.

If you cannot allow yourself to face the truth that you are being conned every minute of a day every second of the day every hour of the day you are indeed a idiot and stupidity has no room for you anywhere because it gives you not others but you.

It is easy just show our youth that has not been brainwashed by their own family members the truth thousands and thousands are becoming aware that in every city every state they are trying to plant and state their claim that is not a male that is a female this is what we teach we use sitcoms we use movies we use everything that Illuminati Freemason skulls and bones have used to the city bus to show people that exception we are not afraid of Illusion we're not afraid to face the truth we don't need these creatures but they need us.

Sales this woman want to claim it's a man and that is dying the Creator to do this woman what it wants and don't start with just this liar and deceiver start with the ones who pushed this one to lie in the sea give them the diseases they have been asking for they need to be held accountable so he said she said I'm dying let this person. We are sick and tired of the lies and deception we only ask your creators to give them what they claim they have.

Give them via just award the family the parents who are the criminals who raised this girl from birth as a boy give them what they ask for they must no longer go unaccountable for their crimes against humanity.

All we are asking you to do it from here on out let their lies become their reality if they going to claim they are dying from a disease why not give them that disease and they're going to claim they're giving away a million why not take all from them make it a reality hold them accountable for whatever they put out.

We are in the Earl of accountability they must be held accountable for all of their crimes against humanity for all of their crimes against the true creation of this Earth.

Make bear lies become their reality they must not be allowed to continue on with these life without suffering the consequences of it and it's not just this young lady it is the parents of this young lady it is a grandparents of this young lady it is those that are coming from the top that I should be held accountable for all of this give them what they claim they have.

The true creation of man and woman suffer from real diseases that was given to them by these parasite creatures who hates the creators who hate Humanity who hate the truth creation they hate us so badly that they refuse to acknowledge that we are the real creation that we are not the forgery they have the forgery they are the ones who get their plastic surgery they are the ones who have to take pills and shots to make their self look like they are not the true creation they are freaks.

We asked the creator of creators to awaken your to Children's no later than 20/20 awaken all at one time let us see our enemies let us see those who hate us let us see those who have tried to change Humanity into the creatures that they are.

They think that be a good power is stronger than your power show them that they are wrong show them that you are not mean to be messed with.

Show them damn plastic surgery that estrogen shots their growth hormones and testosterone shots have no power over your creation that's showing every one of your two children their true identity that's all we ask for we want to see all of their true identity.

You created man but heavy lifting broad shoulders huge collarbone square jaw lines that comes down and comfort large eyes Largemouth gigantic head long neck long arms show us that these creatures cannot change your creation and get away with it.

Show us the true identity of those who have tried to keep us enslaved wage jobs Bill prisons to put our children's in those that were born as women and raised as men show us their true identity prove to them they cannot change what you have created they are not throw it in you they don't have the power you have and you can do this by weakening your to Children's you can stop the abuse mentally and emotionally of newborn babies that have no choice and how these creatures parasites of corruption the money in the visuals raise them saying your children's saying the babies and the only way you can do this it's to make it so that none of their medication none of their plastic surgery Works to deceive Humanity.

We are not asking you to change any rules like they were they bad you want a commercial just change the rules that spot what was taking place that's not what we are doing we are asking you to balance out the energy by showing your true creation the faces the body of the deceivers that's what we are asking.

We are asking you just said I'm wrong and make it right we are not asking for money we are not asking for gold we are not asking for big houses real asking for equal playing field and the only way you can do that is to make them become visible to all of your children's take away the shadow that they hide behind.

We are asking you to reveal all keep nothing hidden look around you look at this earth look at the damage they have done look at the chaos they have caused look at the hatred that they have cars look at the separation that they have called among your children's we are asking you all to do one thing equal the playing field take away their Shadows take away with they hide behind take away the illusion and give your children the site to see these creatures as they really are they are the ones who demand that they be different they are the ones who said they don't give a damn about you.

We know we were created we know we live under a dome we know you deserve us we know that you have others on the ground that look like us and now we're asking you to assist us in all of the chaos that these creatures have caused all the chaos they will continue to cost we're asking you to give all your children's your true creation the site to identify the enemy who wants them to die who wants them to suffer.

ALL TRUTH AND SECRETS WILL BE REVEAL","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyNTqXB0cqgqELz8e94AaABAg"
"Madeeh Jerral",6/1/2018 4:08:54 PM,"none","Best men ever allhamdulila","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzovlucUkYvfA1hoLZ4AaABAg"
"Mohamed Ahmed Fido",6/1/2018 4:04:49 PM,"none","أنا الله انا إليه راجعون 😭😭😭😢😢😢this world is nothing if you leave it your wealth and childrens very sad 😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyfybLT5IVdQppBRI14AaABAg"
"Rehana Mea",6/1/2018 4:04:13 PM,"none","Assalamu alaikum, this is such a great lesson for every human being that whatever you have, you leave behind, you take nothing, you go to your eternal resting place with just those three pieces of Calico, The ones you love the most, mother, father, wife children, sister, brother, family, you leave behind, we only take our good and bad seeds, and family and people will remember you for what kind of person you was, we make dua that Allah SWT showers our brother with his choicest blessings and grant him jannatal firdous, forgive him for his sins and give his family lots of sabr ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyenqQLwRf86V3A9md4AaABAg"
"jaitun nesa",6/1/2018 4:03:53 PM,"none","😢😢😢😢😢😢😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxBmvdI8jyUlR3pKiV4AaABAg"
"Kouser Wani",6/1/2018 3:55:31 PM,"none","May Allah swt.accept his deeds and be forgiven for all his mistakes in this world.May he have a place in jannat.aamin.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyeT0F1WAaIyz13iyZ4AaABAg"
"abdul qadir",6/1/2018 3:50:55 PM,"none","May allah give us hidayatl","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwZFeST8TMKMvbMQVh4AaABAg"
"Cool Stuffs",6/1/2018 3:50:03 PM,"none","May Allah bless him with Jannah ..Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwg-f3wS-lxw5tiXBJ4AaABAg"
"Lala Lala",6/1/2018 3:47:47 PM,"none","Subhanallah 😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwckcHl02rwCPDn43J4AaABAg"
"Usef M. Usef",6/1/2018 3:46:48 PM,"none","اللهم ارحمه رحمه واسعه .","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx6AXapzcXJ8CsHNel4AaABAg"
"Faraz Kalmati",6/1/2018 3:46:10 PM,"none","Inna Lillahi wa Inna Ilaihi Rajeoon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwa80vitvN491V7kaZ4AaABAg"
"Maria Khan",6/1/2018 3:43:35 PM,"none","Inna Lilahi wa inna illeihi rajiooon. May his soul Rest In Peace ameen! This pure soul of Allah has truly touched my heart and changed the way of how I think abt this world and this life.... I’m speechless 😔😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwncIH9cF4lCLVlFMd4AaABAg"
"Muhammad Ali",6/1/2018 3:39:40 PM,"none","Ye kon tay ???????plz somebody explain for me
ALLAH janat me aala se aala muqam ata kre ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx0HuHPYISk2HXxVJl4AaABAg"
"Mimi Mimi",6/1/2018 3:38:22 PM,"none","Allah i Rahmo o i rhame kol muslimine","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzZx3m9FunKNBob1SF4AaABAg"
"Bin-Alli Shareef",6/1/2018 3:37:43 PM,"none","Rabanna atina fidunya hasnat wafil akhirat hasna wakina athabanar.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyr5Wa7oGvX8lOeHOp4AaABAg"
"Samka Mohamed",6/1/2018 3:31:43 PM,"none","الله يرحمه ويجعل مثواه الجنه يارب العالمين","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwl-2PleFcPD6wDE0h4AaABAg"
"Indah Hashim",6/1/2018 3:29:56 PM,"none","Inna Lillahi wainna ilayhi rajion.. May ALLAH grant him to the highest place in jannatul firdous Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx00kIipaXQYir4GQt4AaABAg"
"Bennett Acator",6/1/2018 3:29:43 PM,"none","My God have mercy on his soul .Rest in peace","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyj7GlYVZMHo9EIadl4AaABAg"
"Kaiza Suzzy",6/1/2018 3:20:25 PM,"none","Alhamudulilah, May the almighty grant you jannah, this is true lesson to those guys in in Israel 🇮🇱 that we all have to die and leave all what we r fighting for we dnt go with land, cars, arms etc, but you kill our mothers, fathers, sisters and brothers and all no that we shall leave everything on duniya, please you should revise yourself, stop killing innocent people for nothing,and inshaallah soon you will see the truth, may the great merciful grant you all who hv left us jannah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz89Z5spncBOu6iTN14AaABAg"
"Mohd Shabaz",6/1/2018 3:18:08 PM,"none","RIP bro","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy2EcKydTZwv5Wqamt4AaABAg"
"Tanvir Ahmd",6/1/2018 3:17:58 PM,"none","Allah please Grant him Jannah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyLWHF6nbQHZkgDShF4AaABAg"
"Atikah Fadli",6/1/2018 3:15:16 PM,"none","😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxjDktz3w0NyXTWdZt4AaABAg"
"Raza Khan",6/1/2018 3:14:31 PM,"none","Inna lillah hi wainnaa elahi raajion allah is ko jannatulfidos m aalla maqam ata frmay is ny apni zindagi m itny achy kam kye hy apny hath sy madad ki hy allah is ki maghfirat frmay or hm b gunah gar hy allah hamy b jannatul firdoos m alla maqam dy or ham sab musalmano ki maghfirat frmay (Ameen)","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyFN1ciE_0KH-E8ukZ4AaABAg"
"Jimmy A",6/1/2018 3:09:07 PM,"none","May Allah forgive all your sins and grant you a place in Jannat Firdos. InshAllah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyKH7At1Eug0gj6o7F4AaABAg"
"Shahid Ch",6/1/2018 3:07:36 PM,"none","May Allah give u jannat bro Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwWFd3aeYNUI_f4kyN4AaABAg"
"Charbel Mom",6/1/2018 3:05:16 PM,"none","Allah yerhmo","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw7na0Zv7XCk-opIVJ4AaABAg"
"Lover Boy",6/1/2018 3:05:07 PM,"none","May ALLAH(S.W.T) give him higer rank in Janah 😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxSJmtK5N-paiPjfMF4AaABAg"
"Miss Sha",6/1/2018 3:02:15 PM,"none","الله يرحمه ويغفر له ويعفو عنه","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwSWQAjhE2uedafX1d4AaABAg"
"Fluffy Kitten",6/1/2018 2:59:12 PM,"none","It's such a tragedy that someone so good hearted and kind is taken so young...it's got nothing to do with any god..he's a fellow human being that suffered. I hope he found peace about where he was going in the afterlife, no matter what God was waiting a good man is welcomed.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxk41PJEOMsIuD87Nt4AaABAg"
"Tauqeer Ahamed",6/1/2018 2:58:00 PM,"none","Wen he passed away?","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwVtdEUA1LYnGbU-k94AaABAg"
"BE HELPFUL",6/1/2018 2:55:29 PM,"none","Inalilahi Wa Inailhi Rajon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzcMga1OVhAgGAZy594AaABAg"
"Macca Juma",6/1/2018 2:53:42 PM,"none","innalillahi wainna illaihi raajiun. May Allah grant him jannatul firdaus. Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwYL-rebzvwKQ4EGkB4AaABAg"
"Genty Taiwo",6/1/2018 2:52:37 PM,"none","it is so sad, the truth is that all will die. Hebrews 9:27 after death is judgment. Anyone without true righteousness of God through our Lord Jesus Christ will not have place in paradise. Ali is gone he is answering for himself now,  no opportunity for him to repent again, but you stand better chance to repent and surrender your life to Jesus the Lamb of God that take away the sin of the whole world and you shall gain paradise.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyuBn_yk9785MzD2cp4AaABAg"
"Live Techs",6/1/2018 2:47:24 PM,"none","The Jews picked up stones again to stone him.” Why? Blasphemy was a crime punishable by death according to the Jewish Law. When Jesus asked why they were planning to kill Him, they answered, “For blasphemy, because you, being a man, make yourself God” (John 10:33)","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxcQH60iGfXxkZqc0B4AaABAg"
"itsme jayko",6/1/2018 2:47:01 PM,"none","Really makes me cry...may he Rest in peace...I'm not born muslim but I received Allah's grace and his guides...AMEN","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz-wxShfHCUoqoB2YF4AaABAg"
"Iman Hussein",6/1/2018 2:39:59 PM,"none","God blees you my brother amin amin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyk0pZKaUqBNplpLh94AaABAg"
"Seham ELdeeb",6/1/2018 2:37:49 PM,"none","ربنا يرحمه رحمه واسعه ويدخله فسيح جناته بإذن الله تعالى","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxKSrARSM9uKPf2v2F4AaABAg"
"Hira Ali",6/1/2018 2:30:41 PM,"none","😢😢😢 Allah janat naseeeb kre inko 😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwnXpz5tVXL0-UdVah4AaABAg"
"Love Long",6/1/2018 2:28:27 PM,"none","Sad if he had received Jesus he would have been living testimony, but whatever the will of God may He heal the family","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxTKcDWb3l9HAZ9Ct14AaABAg"
"Diamond Montana",6/1/2018 2:23:32 PM,"none","ali has gone crazy african kids kill each other so they can have gucci lamo. this guy sellls his to give them food brahhhhhhhhhhhhhhhhhhhhhh","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz0jZRK0vsuSJ1eoH54AaABAg"
"Benie Assana Miriam",6/1/2018 2:22:32 PM,"none","Salam muslims I'm so sad becausse I didn't know this brother before. When I was ready to know him, I discorve that he passed away. Inna nillay Wa Inna illey rajiun. Now I'm glad to know that this brother was generous and good with people. I would like to cry but something is telling me that Ali is glad to be with is creator. May Allah give you His Janatul Firdahous. Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzRrAzNL4uAxWNgmgR4AaABAg"
"Afg Afg",6/1/2018 2:22:29 PM,"none","سبحان الله  wie Love you my Brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwCeg7lvSZ3ucRm5B14AaABAg"
"Жанкелди Карабалин",6/1/2018 2:15:27 PM,"none","РАББЫМ кешiршi бауырымды","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugycsz_voEVsZXfa-_x4AaABAg"
"Nasreen Fathima",6/1/2018 2:10:40 PM,"none","Inna illahi wa inna illehi rajaoon.
May Allah(swt) grant him Jannah. Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwQlC28ftkWmSJ-Ru14AaABAg"
"Zaki Ilahi",6/1/2018 2:07:30 PM,"none","May allah grant him blessed jannah tul firdus","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwPyCTIOMa8ynBy24h4AaABAg"
"Imran Irshad",6/1/2018 2:01:38 PM,"none","May Allah bless you","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxy-p-QgAeEo_vzPAB4AaABAg"
"Sk. Dil",6/1/2018 1:57:12 PM,"none","Inaa lilaahi wa inaa ileyhi raajiun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzLPLNTs8oW2eQTQqJ4AaABAg"
"Riyas Babu",6/1/2018 1:57:09 PM,"none","Inna lillahi vahinna ilaihi rajihoon
Allah Ali banat highest rank in gennath....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyhxPWlEciFaIefHpN4AaABAg"
"Eaman Iqbal",6/1/2018 1:50:32 PM,"none","may allah subhaanatallah grant him the highest of highest heavens ameen you changed me ali you will be in my duas","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxCiVOeBG9S3daHXnJ4AaABAg"
"ام عبدالله",6/1/2018 1:48:19 PM,"none","😭😭نسأل الله الهداية","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxXxYA8mOOq2n-SK-d4AaABAg"
"Jiijo Jiijo",6/1/2018 1:46:10 PM,"none","Allha unaxaristo aamiin yaa allah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy52_LkjbBWUkcbBSF4AaABAg"
"Salh Jepril",6/1/2018 1:40:35 PM,"none","😰😰😰😰😰","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzW5BktYPjz733r-St4AaABAg"
"Life yeah",6/1/2018 1:38:57 PM,"none","Muslims...Remember funeral dress has no brand 😐","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy-FuomH5ofW0g-xjB4AaABAg"
"Saeed Waseem",6/1/2018 1:32:08 PM,"none","MAY ALLAH GRANT HIM JANNAH...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxtufBizFk-ymBHmGV4AaABAg"
"Lina Hayame",6/1/2018 1:24:47 PM,"none","الله يرحموا ويجعل مرضو سبب في دخول الجنة ان شاء الله يارب 
المرض يغير الانسان كليا يفسده شكليا ويثلحه باطنيا ما شاء الله عليه كان نور على وجهو تقول عين وصابتو 😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz0M3qSVDU_9Jj0ocJ4AaABAg"
"Noor Qadeem",6/1/2018 1:20:46 PM,"none","Wish to see you in Jannah my brother in sha Allah.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzSGEncCmHO3994WPh4AaABAg"
"smail Khe",6/1/2018 1:19:02 PM,"none","ربي يرحمو ويجعله من اهل جنة الفردوس الاعلى","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxK3kqIvRRySR0poLR4AaABAg"
"smail Khe",6/1/2018 1:18:48 PM,"none","ربي يرحمو ويجعله من اهل جنة الفردوس الاعلى","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxbb9oeewOv0BYTaid4AaABAg"
"raja khan",6/1/2018 1:12:18 PM,"none","May Allah give him the highest level of jannah..","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxwkNTELqKVxddR0yx4AaABAg"
"Cyrus Kisitu",6/1/2018 1:05:53 PM,"none","Rip","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwNvcnPPqjflwiE52p4AaABAg"
"Eriena Zho Channel",6/1/2018 1:00:31 PM,"none","Surga for you Ali 😭😭😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxADn6AO5S7URMNI0N4AaABAg"
"mountaga diallo",6/1/2018 12:59:21 PM,"none","Rip😭😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzYdcBgkOerT1qnfu94AaABAg"
"Divin Diego",6/1/2018 12:58:24 PM,"none","im not a Muslim but I'll pray for allah for his soul . he showed the world what human life means","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzmFNma7eYc-P59i_94AaABAg"
"الحمد لله على نعمة الإسلام",6/1/2018 12:56:59 PM,"none","إن لله وإنا إليه راجعون ربنا يرحمه ويغفر له ويسكنه فسيح جناته  الدنيا لا تدوم إلا وجه الله الكريم. لا الاه الا الله","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgylqOGifoWAy34NqVh4AaABAg"
"Diaz",6/1/2018 12:55:37 PM,"none","amin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzhX2z4iCZqb8XyikR4AaABAg"
"sarrarita",6/1/2018 12:48:41 PM,"none","انا لله و انا اليه راجعون","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzZgzse1NySz--r2ax4AaABAg"
"Fatima Qasim",6/1/2018 12:48:21 PM,"none","May Allah reward him jannah amen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyUcRM7KLvI6LOjRQd4AaABAg"
"Farman Khan",6/1/2018 12:41:48 PM,"none","May ALLAH Almighty rest the beautiful soul of brother Ali in Jann-al-Firdus ameen.
May ALLAH forgive us all and put us on right path ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwt_u_UcgQPWPR85jR4AaABAg"
"Noreen Aziz",6/1/2018 12:36:42 PM,"none","😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx3zQuXGbZopJlquEF4AaABAg"
"Io Khan",6/1/2018 12:35:04 PM,"none","May Allah grant him janat ul firdus
N give us taufiq to give importance to aakhira instead of duniya . Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzPZaflM5myWL0Wwn14AaABAg"
