"Username","Date","Rating","Comment","Link"
"Peacock For Sale",5/31/2018 10:17:53 PM,"none","Subhanallah he is in way much better place now","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzxz5AsBB7MxZ70wRt4AaABAg"
"zee matt",5/31/2018 10:17:27 PM,"none","How lucky is he. He has the world praying for him.  Xxxxxxxxxxxxxxx","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyd39XPXySGZtfEvTJ4AaABAg"
"Hassan Santos",5/31/2018 10:16:19 PM,"none","May Allah forgive u form all your sin's brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyLw7gfR0B7j4cle3J4AaABAg"
"ahmad Essam",5/31/2018 10:05:45 PM,"none","i wanna cry OMG!!!!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwBg0h1MXrqHWUDqKN4AaABAg"
"Chris Paris",5/31/2018 10:02:32 PM,"none","How painful it is for someone to know that soon he/she will be No more..... I'm crying Not for ""Ali"" but crying for my sorrowful self... what are we living for!!!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzdOWmF9d-tLLaX9mF4AaABAg"
"Ex Ever",5/31/2018 9:59:06 PM,"none","Very sad.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxxA2AM02fdLNZaozl4AaABAg"
"Azad Hossain",5/31/2018 9:57:18 PM,"none","ya Allah forgive him
 & give him junnatul ferdaus Amin","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyjePn6IPkXJ7Cedah4AaABAg"
"Dua Rana",5/31/2018 9:48:43 PM,"none","Rula dia mujy","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyS61yecL_QG-mn1l14AaABAg"
"Isa Ce ce",5/31/2018 9:47:38 PM,"none","Innalillahi Wainnaillaihi Rojiuun..Now he in Jannah RIP Ali Banat","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwPKeS8nxZeJ56fp9Z4AaABAg"
"sssht",5/31/2018 9:47:25 PM,"none","May ALLAH forgive him and us, and have mercy on him and us. Ameen ya RABBA al3alameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzzK_3_tO3hVvP3sJZ4AaABAg"
"Marauni Maranuni",5/31/2018 9:36:37 PM,"none","Innalillahi   to ali janat..you  wonderfull  man...you  in  the  first  in  the  top  to  heaven....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxqVJsdVmXuB_tkHH54AaABAg"
"Indian Indian",5/31/2018 9:34:43 PM,"none","Would he do this if he didn't have cancer?","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzfEFggMaCEIKcTCN94AaABAg"
"The Batman",5/31/2018 9:33:01 PM,"none","Ya Allah from you we come, and to you we shall return!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxkvRjkiJnV77YDhTR4AaABAg"
"Moniza Shafi",5/31/2018 9:28:19 PM,"none","Inna nilahay wa inna alyhay rajeoun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw75trMVDaHWslSIll4AaABAg"
"أم سعيد عقيدتى",5/31/2018 9:28:10 PM,"none","اسأل الله أن يرحمه وتقبله فى التائبين الاوابين","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzvIdqCTs9h-e_lrFZ4AaABAg"
"Mi Do",5/31/2018 9:27:33 PM,"none","اللهم ارحمه ياالله وجميع موتى المسلمين في مشارق الارض ومغاربها","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwmVmZayorL0YS1bb54AaABAg"
"Mujtabaparvez Parvez",5/31/2018 9:27:16 PM,"none","Ya Rahaman tere bando par Reham kar","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzFpp2sW-Nmll8fM8R4AaABAg"
"Nansereko Hadijah",5/31/2018 9:23:10 PM,"none","May Allah see u thru","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx_Y8VTHVT5thApttN4AaABAg"
"Rihan Abdulahi",5/31/2018 9:22:20 PM,"none","May Allah grant him the highest rank in paradise akhi🙏","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzCobFgoOkz-CCCuAR4AaABAg"
"Sunshine Afzal",5/31/2018 9:21:32 PM,"none","aamen allah plz send him to jannat","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzdmS2Wle5ZwGJnQtJ4AaABAg"
"Parveen Nehar",5/31/2018 9:10:40 PM,"none","May Allah swt grant him highest rank in jannah. Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxFA5y8Dzt75A2I7MJ4AaABAg"
"jeff barret",5/31/2018 9:09:19 PM,"none","Inna Lillahi Wa'Inna Ilay Rajiuu'n","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxxuw7TXwZlJ-v-uJp4AaABAg"
"Safiyyah Bukhtair",5/31/2018 9:07:33 PM,"none","So sad","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwN5JE4DWEPfc6BBfh4AaABAg"
"mam241",5/31/2018 9:06:11 PM,"none","Acts 8:20 KJV
But Peter said unto him, Thy money perish with thee, because thou hast thought that the gift of God may be purchased with money.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyuvlnEnwkKePh_Gtp4AaABAg"
"ABDII OMAR",5/31/2018 9:05:25 PM,"none","وماالحياة الدنيا في الآخرة الا متاع
We ask Allah to grant him Jannatul Firdows!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxjSUjDlwl8PhImN494AaABAg"
"SuperHkang",5/31/2018 9:01:06 PM,"none","I'm so thankful im already living a spiritual life. I was already peaceful and happy before i became rich so attaining wealth didn't do much for me cause i was already feeling great. I'm a multi millionaire but i drive a nice toyota camry haha
most ppl are caught up on money, it means nothing, thats why some rich people are unhappy","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzkFCfWOazlsuElHfd4AaABAg"
"princess satia",5/31/2018 8:59:17 PM,"none","May Allah grant brother Ali Banat the highest status in jannah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzVQn0QrLUrySkkwl54AaABAg"
"Hafsa Abdi",5/31/2018 8:57:17 PM,"none","Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyWg59hVzvvtaHsIUd4AaABAg"
"check security",5/31/2018 8:52:23 PM,"none","May almighty Allah grant him to height est ranks of jannah Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwXfeWKU2uczd4Mx6Z4AaABAg"
"Crowley Adam",5/31/2018 8:51:38 PM,"none","I’m not sure why we make death such horrific scene, we are born with it. This gift was given to us as a pass to meet our creator, The whole dramatization don’t make sense to me, two things can’t be happening, brother lived his life now his allotted time was over and he got to go back. It’s with everyone, I’m not being cold but making videos is a lamest approach. Please stop selling ideas to depress others, and don’t worry inshaAllah, people are fin. 
Life and death is like day and night, as night follows the day that how death follows life. Rejoice on your good work and you’ll meet Allah as you perceived him.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxjqzaW3RPAvTc5jfd4AaABAg"
"NIA ANTHONY",5/31/2018 8:48:39 PM,"none","So sad wallah","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx06Psv-q674fkpOYV4AaABAg"
"Bashir Osman",5/31/2018 8:46:14 PM,"none","May your soul rest in eternal peace brother ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxjYMgghYtpqc-Wbkx4AaABAg"
"Flex Flex",5/31/2018 8:41:03 PM,"none","Got me to pray...rip brother...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyO0hqdFj0oFeDjl8x4AaABAg"
"Santiago Freire",5/31/2018 8:36:21 PM,"none","Wow...💔💔💔💔💔💔 Rest In Peace good men...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzipGfJCB2FB_5IBNV4AaABAg"
"Wuntuma Haruna",5/31/2018 8:36:12 PM,"none","RIP","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxv4MKcIXr6eAguy7R4AaABAg"
"Mimi Solomon",5/31/2018 8:35:57 PM,"none","What a beautiful soul 😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy2GSvbv0Sl9mGQY1Z4AaABAg"
"AbaJetz",5/31/2018 8:30:26 PM,"none","He said that he took a strong drug. Was ist DMT?? 

Allah yarhamhu... amin...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugyw1QBVEAb8WXep0Tp4AaABAg"
"Harif Mohammed Mohamed",5/31/2018 8:29:58 PM,"none","May almighty Allah Grant him janatul firdows","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxNnzdV5VIiOXVv5d14AaABAg"
"Anuradha Kadam",5/31/2018 8:26:12 PM,"none","Sickness is not a gift from the God at all, but it's is from Satan, God just allows this so we may learn eternal things.
Hope you meet the one true God through Jesus Christ, either he will heal you or give you external life in Him.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxOvgxJ-_0O5ZxRkJV4AaABAg"
"yazdan khan",5/31/2018 8:24:46 PM,"none","I know he was a good man and all but he was dying anyway then he decided to give away his wealth a true generous man is who spends from his wealth when he is happy and healthy but ali banat only decided to give away everything cause he knew that he ain't taking shit with him people were still poor when u didn't had cancer where were u then o I know u were having the time of your life buying cars and watches and shit","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyFblBVjH41b0NZ-iJ4AaABAg"
"Daghdaar Jahesh",5/31/2018 8:22:26 PM,"none","Pretty natural reaction logically, alhamdulillah, may Allah ta'Ala accept his efforts. But if a Muslim generally knows he is a millionaire and he has 3 years to live. He will do exactly what bannat did. I call it a natural reaction","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzz6XL9H9mBwfT5YGp4AaABAg"
"Ermias Takele",5/31/2018 8:17:07 PM,"none","Great guy and story but why only charity for Muslims. Aren’t we all brothers","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxf-WPC-uwIdKYHr2F4AaABAg"
"MOHAMED TALBI",5/31/2018 8:14:59 PM,"none","الله اكرم نزله ووسع مدخله","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw7vEd60mthkYETFbV4AaABAg"
"Ayan Narm",5/31/2018 8:11:35 PM,"none","Allah plz forgive us all......","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx1wL2EOXnBkRb8tBt4AaABAg"
"Sheik faridh",5/31/2018 8:10:32 PM,"none","என் உயிருக்கு உயிரான சகோதரா உன் கவலைகள் சந்தோசமாக மாறும் நம் இறைவனிடத்தில் இன்ஷா அல்லாஹ்  உனக்கு பொக்கிஷங்கள் உண்டாயிருக்கும். 😊😊😊😊😊 உண்டாயிருக்கும் -","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwj5ePLFI3i-4SnKt14AaABAg"
"P T",5/31/2018 8:10:11 PM,"none","Christian here and this shows everyone not all Muslims are bad people like everyone is made to believe. This is a good man right here with lots of wisdom and speaking the truth. 

All the material things in this world mean nothing. Quit chasing the fake things and worry only about what matters. I hope everyone finds happiness and peace in this life and the next. 

May he Rest In Peace now 🙏🏽","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyF6WFVDVFUfvpx2eB4AaABAg"
"peter khan jan jan",5/31/2018 8:09:09 PM,"none","Rip soldier of allah x","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxHjtt7KUZGIyHtJhJ4AaABAg"
"Rose Mbaye",5/31/2018 8:06:01 PM,"none","Oh God ...😢 rest in Perfect peace brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxYU_Krb-3ZJHqw4RV4AaABAg"
"ዬሚመካ፣በእግዚአብሔር፣ ይመካ",5/31/2018 8:04:56 PM,"none","Omg so so so sad R.I.P😭😭😭","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzmDXlTK8g9S5Pd0bR4AaABAg"
"Mohammad Bin juma",5/31/2018 8:04:15 PM,"none","😢😢😢😢","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzDvDppPbc_qISckW94AaABAg"
"Saleem Choudhry",5/31/2018 8:02:05 PM,"none","Excellent ALLAH bless his him and his soul. Indeed form God we come and indeed to him we shall return.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwVR0RTgu2MHxKnp1t4AaABAg"
"Ali  Kan",5/31/2018 7:59:31 PM,"none","We are from allah and to hem we go back 
 Allah yirhamo
La yasubukum ila ma katabulah lakun","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwgw1RSqzAaPbMjidR4AaABAg"
"Lovelife Xoxo",5/31/2018 7:55:38 PM,"none","Allhmdullila allhmdullila allhmdullila","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgysL3goqAYhFDIWPFF4AaABAg"
"Sumaiya Abdi",5/31/2018 7:53:14 PM,"none","His imaan was very strong until the last minute MashaAllah. He didn't regret having cancer,he was happy that Allah SWT chose him. 

May Allah SWT grant him the highest Jannah. I hope we all learn from his life story.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwxHJ7FCi56e_U0TmF4AaABAg"
"Fozia Aamir",5/31/2018 7:47:35 PM,"none","May Allah SWT grant him jannatul firdous Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz8OkFctCKP0kNPyrl4AaABAg"
"Sharlaigne Leo",5/31/2018 7:42:05 PM,"none","I hope he knew Jesus before he died si that his sins may forgiven.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugx2wRrZH6owMrapJA54AaABAg"
"Sameer Khan",5/31/2018 7:38:52 PM,"none","ALLAHU AKBAR..rest in peace brother","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxsSlhynrdpbZyHNqJ4AaABAg"
"Happy Chappy",5/31/2018 7:37:07 PM,"none","Mohammad was tricked by the Angel Gabriel into changing God's name to Allah. Satanic Verses. Another indoctrination of simple people into Islam the most violent religion in the world. At the end of days you will be judged by GOD not allah.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyOsVfBrw3mNWWU_px4AaABAg"
"Heavens Light",5/31/2018 7:35:52 PM,"none","Allah yarhamu","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw_sjJR8yFbxAwncZZ4AaABAg"
"Kabiro Barrow",5/31/2018 7:31:49 PM,"none","May your gentle soul Rest In Peace","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz_Hp7bTxY5tSRQDKV4AaABAg"
"Double [ R ]32 Musik",5/31/2018 7:30:24 PM,"none","❤❤❤","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugykjodhjg0clyrozht4AaABAg"
"sadaf sadaf",5/31/2018 7:25:39 PM,"none","He is our hero,  he will be in our heart  forever,  respect from Pakistan","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwFUhxMLOnoSB4v6l54AaABAg"
"Aliah Banto",5/31/2018 7:25:11 PM,"none","Which cancer","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwVEXlf0YnjG-KHR_94AaABAg"
"Je Ko",5/31/2018 7:24:05 PM,"none","my G","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyiLMW0MOxSNomcLBV4AaABAg"
"zarina fazal",5/31/2018 7:18:37 PM,"none","Allah blesed him, subhanallah!  indeed d realisation of d truth dat nothin in dis world  matrs dan ur deeds n charity! Alhumdulila!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugzemh9cYut2gL2_Y7x4AaABAg"
"Daud Salvador",5/31/2018 7:15:55 PM,"none","His death is a reminder to all of us that we are all going to die soon. May Allah make us wake up from heedlessness. Ameen.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzPeY_aHerMuegU66J4AaABAg"
"Yas S",5/31/2018 7:15:30 PM,"none","An inspiration","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzXUkdt5Mtwmjzm4qZ4AaABAg"
"Ahmed Ali",5/31/2018 7:13:18 PM,"none","Thank you so much brother Ali, you’ve inspired me to change and be a better Muslim, May allah grant you paradise. And May allah forgive all the Muslims around the world.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw1x4deQmws1qGvY_t4AaABAg"
"Javid Nisar",5/31/2018 7:06:42 PM,"none","What a person he was! May ALLAH raise us with Ali in Paradise. ❤","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzYrrL0wmSytQ9S1Cx4AaABAg"
"Rose Love",5/31/2018 7:02:41 PM,"none","what kind of cancer he had ?!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwYKlntfieID-iUMX14AaABAg"
"Hajer Africa",5/31/2018 7:01:17 PM,"none","Innalillah wainna illahi rajiunni Allah ayiwek nur kaburi lako nasi pia atup mwisho mwema","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgynhBubZ_iE58EumI54AaABAg"
"Marilyn Lala",5/31/2018 6:57:51 PM,"none","May Allah swt bless your soul and grant you jenna dear Ali! Gone too you subhanallah!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzKNNzuJ4nuaTFgYH54AaABAg"
"Jeff.r",5/31/2018 6:55:36 PM,"none","I’m am not sad about his death and I say that in the most positive manner; Ali was suffering in his last days. There’s no denying that. He lived a merciful life and may Allah bless him with Jannah. He is in a place he had strived to be in. May Allah bless his soul.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzeRypmncDPiQPaxEd4AaABAg"
"mohammad azam Qureshi",5/31/2018 6:53:09 PM,"none","MAY ALLAH GIVE him high place in Janna","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwoiQFEdAM_pSg2JqV4AaABAg"
"No Name",5/31/2018 6:53:04 PM,"none","Ya Allah s.t. forgive sins of these kind of sick person, shower mercy in their graves & give strength to their families & friends to cope with....☝🏻☝🏻☝🏻","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxqXY63rplopo1qImB4AaABAg"
"mohammad khan",5/31/2018 6:47:40 PM,"none","My brother i miss u lot.. come back......","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzGBD_yeNF9pjVdJbV4AaABAg"
"Md Reza",5/31/2018 6:42:59 PM,"none","may Allah help you pray from my heart","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz8UkjvDOpcI5WiuT94AaABAg"
"MR Adam",5/31/2018 6:41:48 PM,"none","Inaa lilaahi wa inaa ileyhi raajicuun 📖","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy61D3kZFASOPJaeTF4AaABAg"
"Ashraf MAK",5/31/2018 6:36:13 PM,"none","May ALLAH FORGIVE YOUR SINS, and GRANT JANNAH... Insha Allah, i will ask our local IMAAM, to offer MAYYAT NAMAZ to you tomorrow after jUMA prayer... ASHRAF FROM INDIA.. MISS YOU BROTHER...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxsWkWbxqTZMnJK2-t4AaABAg"
"Irshad Khoja",5/31/2018 6:36:08 PM,"none","May Allah bestow you Jannat-ul-Firdous brother.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwCyTza0k3wdyiR1V54AaABAg"
"Annwar Iqbal",5/31/2018 6:35:35 PM,"none","Innallillahi wa inalahi rajioon","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwXMRyKVik0j_WZok54AaABAg"
"Syukur Abdullah",5/31/2018 6:29:32 PM,"none","rıƈɧ ıŋ ɬɧɛ ῳơrƖɖ ŋ ąƙɧırąɬ INSHAALLAH","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz8c9EkHCnqEwGqGGJ4AaABAg"
"JASMIN NIMSAJ",5/31/2018 6:27:13 PM,"none","Anyone who has cancer or knows someone who has cancer please look into the ketogenic diet, I personally know someone who recovered from cancer with the ketogenic diet after refusing to do chemotherapy. All the Dr's were shocked how she did it, even her Dr adopted the keto lifestyle. Chemotherapy destroys you slowly and the survival rates are very Minimal. Cancer tumours thrive on sugar. Also watch ""the magic pill"" it's a great insight into ketogenic diet benefits.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgysNwM5jOjSdnaogq14AaABAg"
"Around Youbd",5/31/2018 6:26:56 PM,"none","may Allah forgive him and grant him Janna ferdose","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzJGIJ750f664q8kMN4AaABAg"
"john adams",5/31/2018 6:24:05 PM,"none","Not one negative comment for this brother...he touched all our hearts he reminds me the story of the Sahaba Mus'ab ibn Umair (RA). May Allah (SWT) give him the highest rank in Jannah. Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwpPMbzeB1NFA6RE1N4AaABAg"
"Sabreen Syeed",5/31/2018 6:24:03 PM,"none","May Allah bless our brother Ali Banat with the Jannatul Firdous. May he be given the blessed company of the Prophet (saw) and Abu Bakr as-Siddiq (as). He was such an inspiration. Such generosity, humility, patience. SubhanAllah Allah took him in the blessed month of Ramadaan. ""Whoever passes away in Ramadaan will enter Paradise"".","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxRp6kiQm_-VG9Hyy14AaABAg"
"Hishu im",5/31/2018 6:14:42 PM,"none","May Allah give paradise to Ali banath
Aameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugycarn3f0n_vzXoGet4AaABAg"
"Muhammad Owais",5/31/2018 6:06:26 PM,"none","Allah is the Greatest 
Thanks we are Muslims 
May Allah bless him with paradise ❤❤❤","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyQwcIkS1vKeYF3ng14AaABAg"
"KSharif Tube",5/31/2018 6:02:55 PM,"none","May Allah mercy on you.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzSOgBrDLJAi4-hVgp4AaABAg"
"umu maxamed baari",5/31/2018 6:02:42 PM,"none","ilaahy hau naxriyto😂😂😂😭😭😭😭😢😢😢😢😢😢😢😢😢😦😦😦🙉🙈🙉🙈👀😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxiorixcvXTUiyzPHJ4AaABAg"
"Spike Gilbey",5/31/2018 6:02:29 PM,"none","How he make this money drugs chiled trafficking ...ow yeah fuc# Allah 😂","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwd6zwFxcuUKEFVlzV4AaABAg"
"EagerZ",5/31/2018 5:54:28 PM,"none","Ya Allah please forgive all of his sins and grant him Jannah!
May Your Good Deeds Forever Be With You!
Ameen! Alhamdullilah!","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyqPIDClCEpksv6WUF4AaABAg"
"Hina Jaffar",5/31/2018 5:53:24 PM,"none","Indeed ALLAH forgives everyone ....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugxnk-qWRoMGxYLvPIB4AaABAg"
"Motasim",5/31/2018 5:53:05 PM,"none","Oh people, this is a blessing of Allah! We all should benefit from this incident and wake up, cause we ain't got much time left for the Day of Judgment. We all should be standing together as strong Muslims and we should never get ourselves weak nor should we weaken others. I ask Allah SWT to forgive us and forgive Ali, I ask Allah SWT to have mercy upon all of us, to widen our graves and to make it a garden from Jinnat Al Firdaus, I ask Allah SWT to guide us and to keep us on the right path, I ask Allah SWT to purify our hearts and to stronger our eman, I ask Allah SWT to protect us from the evil of the Dunya and the Akhira, I ask Allah SWT to give us the best of this Dunya and the Akhira, I ask Allah SWT to let us enter Jannah in massive groups, I ask Allah SWT to elevate our status in this amazing month Ramadan. May Allah SWT accept our duaas and guide us. Ameen Ammeen Rabbil 3alameen Allahuma salli 3alla Muhammad wa 3alla sahibihi ijma3ien","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzcZw7kgXr8dG2jbB54AaABAg"
"HellOworldKSA",5/31/2018 5:52:31 PM,"none","May ALLAH bless 

الله يرحمك يا علي رحمة واسعة","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugz2xRzNOTixHCmoU_B4AaABAg"
"kk rony",5/31/2018 5:50:36 PM,"none","I have no words dear May Allah forgive all of us and give us hidayat and give you place in paradise which you deserve 
My condolences to the Ali Banat family.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzeoUYBgKd1AVZrafx4AaABAg"
"Freaky World",5/31/2018 5:50:15 PM,"none","He is one of the lucky ones. Mashallah, May Allah the Greatest give us the chance to rectify our lives in time 🙏🏽 And may Allah gave us the clarity to see the things as they are. We may have had many chances by Allah but probably couldn’t see with the eyes of our souls. This brother is one of the blessed ones. May Allah guide us to the same path 🙏🏽","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxxZ0MibDyucz7neGh4AaABAg"
"dedula junior",5/31/2018 5:49:54 PM,"none","Allah might forgive him","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugwub8cFB91Dr5Cg-XF4AaABAg"
"Hina Jaffar",5/31/2018 5:49:45 PM,"none","It gives every person a lesson that we took nothing with us.. all luxurious r temporary and fake....","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzxH2V7OIAiCheReW54AaABAg"
"Mohammad Imran",5/31/2018 5:48:15 PM,"none","😂","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxKbGr4MdcwCbDoe694AaABAg"
"zox gunic",5/31/2018 5:42:42 PM,"none","See I know all this stuff without the illness without the cancer I live by this I don't need Ferraris or $1,700 shoes realize that nothing matters when you get ill. So I live everyday as it is my last I help people I love people.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzmI-65zKOuZbI7RNl4AaABAg"
"Fatou Conteh",5/31/2018 5:41:37 PM,"none","Am sorry Ali am crying to brother so a sad one","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyDD0qdXZf8N5K-N2p4AaABAg"
"Stone Cold",5/31/2018 5:40:34 PM,"none","Only Allah knows how much time he has not doctors.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxBe_mikwWdSvAN3gp4AaABAg"
"syed Imam Mahdi",5/31/2018 5:39:11 PM,"none","Allah give him jannat ul firdous Ameen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgwYLYBA_PQxdtQuom54AaABAg"
"Davilah Pang sah",5/31/2018 5:38:17 PM,"none","Innallillahi Wa Innaa Ilayhi Rajion!  May Allah swt grant him the highest level in Jannah ameen...","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy7UGVKDjf0MY06u8p4AaABAg"
"Muhammed Wakif",5/31/2018 5:35:23 PM,"none","You're lucky Ali Banat Mashallah 
Allah will give you Jannah Firdaus","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugy09CP4y04o-bKK1-V4AaABAg"
"Ibrahima Diaoune",5/31/2018 5:35:20 PM,"none","May Allah  have mercy on your  soul  and grant you Jannatul Firdaus  amen","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=Ugw2dgnZawhnZ3yV-KV4AaABAg"
"Abdulfatah Osman",5/31/2018 5:35:09 PM,"none","""So you are telling me there's a kid in Africa walking around with Louis Vuitton's?"" that's rood and argent words, now that Arab guy is claiming that he is some thing he is nothing. Why would he talk like that??","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyIHkMVcCzhLfX9BtJ4AaABAg"
"Mav Bagu",5/31/2018 5:32:56 PM,"none","I am not muslim bat this boy o my 
God","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgxaPmiaYgDXDmtnb_14AaABAg"
"Albanian man Stories",5/31/2018 5:31:53 PM,"none","See being happy being healthy been life from God it’s not the money it’s what God gives you money don’t keep you lie god is only one.","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgyXod5BeW3Ul6l8lah4AaABAg"
"Drum",5/31/2018 5:31:01 PM,"none","Allah y rahma","https://www.youtube.com/watch?v=qKePvjYJAY8&lc=UgzaG7o3NdIEHTLBGiV4AaABAg"
